date,total_rev,total_vol
2011-05-03,8090399.009300023,4987443320
2011-05-04,8022478.788499997,5144571970
2011-05-05,7985502.227300021,5263225300
2011-05-06,8020267.486600035,4901525600
2011-05-09,7986209.196800008,3491955800
2011-05-10,8171771.721099975,4046468400
2011-05-11,8171286.732500016,4532614922
2011-05-12,8170414.38190003,4506635100
2011-05-13,8137018.566400015,4042872400
2011-05-16,7630866.824499997,4210295500
2011-05-17,7107460.304700013,4681125100
2011-05-18,7175713.60970003,4008390900
2011-05-19,7143029.790000026,3823762800
2011-05-20,6873087.040500016,4048419300
2011-05-23,6617621.336999998,3832842300
2011-05-24,6634562.395899999,4049497600
2011-05-25,6618199.877300003,4263856200
2011-05-26,6619161.5951000145,3938253800
2011-05-27,6552503.281600034,3224822000
2011-05-31,7075505.754500016,5063777800
2011-06-01,7074515.84310003,5141345500
2011-06-02,6869664.237600025,4330229600
2011-06-03,7371303.215699999,4247053000
2011-06-06,7251364.147000024,4242566300
2011-06-07,6948140.111299981,4169755900
2011-06-08,6712121.380799994,4734521500
2011-06-09,6662025.9357999945,3929352900
2011-06-10,6576094.7264999775,4519081300
2011-06-13,6726750.721199982,4200895200
2011-06-14,6880673.113100009,4157827300
2011-06-15,6811011.400600021,4852291800
2011-06-16,6811356.925900012,4663280600
2011-06-17,6913102.45489999,5202377800
2011-06-20,6930161.544000003,3538239000
2011-06-21,7082980.731900033,4186226900
2011-06-22,7149795.835500044,3756909600
2011-06-23,7030245.648200035,5030799000
2011-06-24,7063920.776100012,6272276900
2011-06-27,7031245.059600031,3819178500
2011-06-28,7049425.462600023,3847021200
2011-06-29,7219034.244299996,4392509300
2011-06-30,7320993.869499992,4387394300
2011-07-01,7525027.058100005,3876525600
2011-07-05,7525165.069000016,3668952600
2011-07-06,7238985.773700001,3752048700
2011-07-07,7341861.569700019,4262569000
2011-07-08,7188166.138500036,3727762800
2011-07-11,7118821.404200002,4112514200
2011-07-12,7017948.794000023,4566325200
2011-07-13,7086746.963799987,4314476500
2011-07-14,7119639.115200033,4619096500
2011-07-15,7084486.716100018,4692757200
2011-07-18,6981670.7541000275,4305794900
2011-07-19,7000872.751200019,4607768500
2011-07-20,7103245.000600009,4079042600
2011-07-21,7088476.525399997,5257569600
2011-07-22,6953828.884700007,3778829800
2011-07-25,6838398.345500026,3822842600
2011-07-26,6669087.247100015,4200644100
2011-07-27,6666289.0773999905,5424553900
2011-07-28,6681797.3510000035,5133423800
2011-07-29,6596219.739200018,5375559300
2011-08-01,6715679.230600013,5186514600
2011-08-02,6696111.723400005,6059161400
2011-08-03,6272864.267299997,6433699100
2011-08-04,5850147.235000015,8322694700
2011-08-05,5560721.254500021,9715683600
2011-08-08,4763636.956899972,11092414700
2011-08-09,4581723.278000005,10323790200
2011-08-10,4628792.094300001,9470121200
2011-08-11,4682812.718599999,8229676900
2011-08-12,4868115.73170001,5751520400
2011-08-15,5507613.105399987,5132701600
2011-08-16,5388969.927399994,5125757200
2011-08-17,5508389.735400009,4404597300
2011-08-18,5231958.3271000115,7251357600
2011-08-19,5196745.04900001,6181838100
2011-08-22,4993698.919600013,5386061700
2011-08-23,4691766.80760002,5938148800
2011-08-24,4728308.024400013,5310024400
2011-08-25,4780500.054600013,5753736300
2011-08-26,4913045.475199993,4907614600
2011-08-29,5456450.046500019,4135307800
2011-08-30,5860937.963400012,4600221000
2011-08-31,5492847.762100025,5277766800
2011-09-01,5424182.072000007,4771442600
2011-09-02,5316499.37220002,4331415400
2011-09-06,5026143.349200022,4904583900
2011-09-07,5249563.094900011,4472450200
2011-09-08,5316596.280600031,4594752000
2011-09-09,5313255.847500008,5553833900
2011-09-12,5093295.311600024,5219986100
2011-09-13,5396784.507900023,4737760900
2011-09-14,5685025.368499994,5339186100
2011-09-15,5687117.516799965,4683165500
2011-09-16,5671938.5965000065,6030474000
2011-09-19,5600489.9849000145,4479755400
2011-09-20,5652463.412699971,4515444800
2011-09-21,5548606.831000018,5684137500
2011-09-22,4851298.930400011,8044723700
2011-09-23,4782996.42000003,5845426800
2011-09-26,4775152.652500007,5440915100
2011-09-27,4915402.4408,5536848400
2011-09-28,4759727.960000019,4950938000
2011-09-29,4641734.0612000115,5611500200
2011-09-30,4370423.068299998,5422931500
2011-10-03,4100525.4145000107,6693459900
2011-10-04,3563562.6848000055,7931716800
2011-10-05,3867168.096900005,5929280400
2011-10-06,4272100.197000017,5822220600
2011-10-07,4289534.865700009,5604775700
2011-10-10,4274621.94780001,4384653600
2011-10-11,4375966.452099991,4461540500
2011-10-12,4699847.7308000345,5415288300
2011-10-13,4714914.185700018,4429188500
2011-10-14,4834335.613300033,4244947900
2011-10-17,4749824.779800006,4279834300
2011-10-18,4734666.323200014,5578228700
2011-10-19,4785729.756999982,4998250700
2011-10-20,4566285.199700013,5038280600
2011-10-21,4654324.4648999935,5345252700
2011-10-24,4790761.567900006,4916561200
2011-10-25,4739117.493700025,4986119700
2011-10-26,4623960.884199985,5431837621
2011-10-27,4917334.751500018,7612520600
2011-10-28,5135022.475200008,4988119324
2011-10-31,4931531.109000014,4823541800
2011-11-01,4755716.859299999,6471133300
2011-11-02,4858840.843800017,4759575000
2011-11-03,4845163.355700045,5396077100
2011-11-04,4876753.536700012,4450268600
2011-11-07,4976156.76670002,4163944200
2011-11-08,5247375.08180001,4517722700
2011-11-09,5142927.151700012,5421928700
2011-11-10,5057995.347400024,4632631100
2011-11-11,5177476.397300015,3907570100
2011-11-14,5159902.326499996,3672923000
2011-11-15,5075772.639700011,4107844200
2011-11-16,5007993.600400011,4716219500
2011-11-17,4905413.196499998,5349419900
2011-11-18,4635714.338100015,4286320200
2011-11-21,4397721.786399998,4859155600
2011-11-22,4229718.414700006,4404187700
2011-11-23,4024694.3760000053,4340441400
2011-11-25,3922725.5213000053,1904645800
2011-11-28,4145803.511400011,4355728300
2011-11-29,4044806.6433000127,4237100600
2011-11-30,4052334.7653000136,6464071800
2011-12-01,4437576.864300033,4352991400
2011-12-02,4574108.573700021,4544469300
2011-12-05,4473759.635400005,4529313700
2011-12-06,4490103.1582999965,3967336100
2011-12-07,4473262.02410001,4366205100
2011-12-08,4437246.406000004,4590208700
2011-12-09,4269680.728300015,4126315500
2011-12-12,4199983.957099998,4081257700
2011-12-13,4117478.9247000176,4575837100
2011-12-14,3910925.9529000064,4698552200
2011-12-15,3895094.9835000117,4249973900
2011-12-16,3876858.3117000153,6207531700
2011-12-19,3792556.060300015,4080730900
2011-12-20,3710691.541300012,4650007600
2011-12-21,3727194.2100000023,4221624900
2011-12-22,3913598.752799999,3900739000
2011-12-23,3999185.1242000107,2490259600
2011-12-27,3831697.719700023,2319223700
2011-12-28,3695882.422100012,2688809200
2011-12-29,3661416.278000015,2583985100
2011-12-30,3611044.338400015,2490031800
